Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant Price,Variant Compare At Price,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Variant Image,Fabric & care (product.metafields.custom.fabric_care),Status
long-sleeve-envelope-bodysuit,,,,,,,,Newborn,,Dusty Blue,20.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/long-sleeve-envelope-bodysuit-dusty-blue.jpg,,
long-sleeve-envelope-bodysuit,,,,,,,,0-3M,,Dusty Blue,20.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/long-sleeve-envelope-bodysuit-dusty-blue.jpg,,
long-sleeve-envelope-bodysuit,,,,,,,,3-6M,,Dusty Blue,20.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/long-sleeve-envelope-bodysuit-dusty-blue.jpg,,
long-sleeve-envelope-bodysuit,,,,,,,,6-12M,,Dusty Blue,20.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/long-sleeve-envelope-bodysuit-dusty-blue.jpg,,
long-sleeve-envelope-bodysuit,,,,,,,,12-18M,,Dusty Blue,20.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/long-sleeve-envelope-bodysuit-dusty-blue.jpg,,
long-sleeve-envelope-bodysuit,,,,,,,,18-24M,,Dusty Blue,20.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/long-sleeve-envelope-bodysuit-dusty-blue.jpg,,
everyday-bodysuit-3-pack,Everyday Bodysuit 3-Pack,"<p>Three short-sleeve bodysuits in cream, oat and sage. The easiest way to stock the drawer.</p>",BabyAttire,Bodysuit,badge:Best value,TRUE,Size,Newborn,,,45.00,54.00,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/everyday-bodysuit-3-pack-cloud.jpg,1,Everyday Bodysuit 3-Pack,,"100% organic cotton rib.
Machine wash cold with like colors. Tumble dry low.",active
everyday-bodysuit-3-pack,,,,,,,,0-3M,,,45.00,54.00,deny,manual,TRUE,TRUE,,,,,,
everyday-bodysuit-3-pack,,,,,,,,3-6M,,,45.00,54.00,deny,manual,TRUE,TRUE,,,,,,
everyday-bodysuit-3-pack,,,,,,,,6-12M,,,45.00,54.00,deny,manual,TRUE,TRUE,,,,,,
zip-footed-sleeper,Zip-Up Footed Sleeper,<p>A two-way zipper means middle-of-the-night diaper changes without fully undressing. Covered feet keep toes warm.</p>,BabyAttire,Sleepwear,"new, badge:Two-way zip",TRUE,Size,Newborn,Color,Sage,32.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-sage.jpg,1,Zip-Up Footed Sleeper,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-sage.jpg,"95% organic cotton, 5% spandex.
Machine wash cold. Tumble dry low. Wear snug-fitting for safe sleep.",active
zip-footed-sleeper,,,,,,,,0-3M,,Sage,32.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-dusty-blue.jpg,2,Zip-Up Footed Sleeper,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-sage.jpg,,
zip-footed-sleeper,,,,,,,,3-6M,,Sage,32.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-oat.jpg,3,Zip-Up Footed Sleeper,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-sage.jpg,,
zip-footed-sleeper,,,,,,,,6-12M,,Sage,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-sage.jpg,,
zip-footed-sleeper,,,,,,,,12-18M,,Sage,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-sage.jpg,,
zip-footed-sleeper,,,,,,,,Newborn,,Dusty Blue,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-dusty-blue.jpg,,
zip-footed-sleeper,,,,,,,,0-3M,,Dusty Blue,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-dusty-blue.jpg,,
zip-footed-sleeper,,,,,,,,3-6M,,Dusty Blue,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-dusty-blue.jpg,,
zip-footed-sleeper,,,,,,,,6-12M,,Dusty Blue,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-dusty-blue.jpg,,
zip-footed-sleeper,,,,,,,,12-18M,,Dusty Blue,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-dusty-blue.jpg,,
zip-footed-sleeper,,,,,,,,Newborn,,Oat,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-oat.jpg,,
zip-footed-sleeper,,,,,,,,0-3M,,Oat,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-oat.jpg,,
zip-footed-sleeper,,,,,,,,3-6M,,Oat,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-oat.jpg,,
zip-footed-sleeper,,,,,,,,6-12M,,Oat,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-oat.jpg,,
zip-footed-sleeper,,,,,,,,12-18M,,Oat,32.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/zip-footed-sleeper-oat.jpg,,
striped-zip-sleeper,Striped Zip Sleeper,"<p>Classic thin stripes, fold-over foot cuffs and a zipper guard at the chin.</p>",BabyAttire,Sleepwear,,TRUE,Size,0-3M,,,34.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/striped-zip-sleeper-stripe.jpg,1,Striped Zip Sleeper,,"100% organic cotton.
Machine wash cold. Tumble dry low. Wear snug-fitting for safe sleep.",active
striped-zip-sleeper,,,,,,,,3-6M,,,34.00,,deny,manual,TRUE,TRUE,,,,,,
striped-zip-sleeper,,,,,,,,6-12M,,,34.00,,deny,manual,TRUE,TRUE,,,,,,
striped-zip-sleeper,,,,,,,,12-18M,,,34.00,,deny,manual,TRUE,TRUE,,,,,,
striped-zip-sleeper,,,,,,,,18-24M,,,34.00,,deny,manual,TRUE,TRUE,,,,,,
knotted-baby-gown,Knotted Baby Gown,"<p>The newborn-days favorite. An open bottom with a knot tie makes diaper checks easy, and mitten cuffs fold over tiny hands.</p>",BabyAttire,Sleepwear,new,TRUE,Size,Newborn,Color,Cloud,26.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-gown-cloud.jpg,1,Knotted Baby Gown,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-gown-cloud.jpg,"100% organic cotton jersey.
Machine wash cold. Tumble dry low.",active
knotted-baby-gown,,,,,,,,0-3M,,Cloud,26.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-gown-blush.jpg,2,Knotted Baby Gown,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-gown-cloud.jpg,,
knotted-baby-gown,,,,,,,,Newborn,,Blush,26.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-gown-blush.jpg,,
knotted-baby-gown,,,,,,,,0-3M,,Blush,26.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/knotted-baby-gown-blush.jpg,,
muslin-sleep-sack,Muslin Sleep Sack,"<p>A wearable blanket in airy cotton muslin, so there's nothing loose in the crib. Zips from the bottom up.</p>",BabyAttire,Sleepwear,badge:Breathable,TRUE,Size,0-3M,Color,Oat,38.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-oat.jpg,1,Muslin Sleep Sack,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-oat.jpg,"100% cotton muslin, 2 layers.
Machine wash cold. Tumble dry low. Gets softer with every wash.",active
muslin-sleep-sack,,,,,,,,3-6M,,Oat,38.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-sage.jpg,2,Muslin Sleep Sack,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-oat.jpg,,
muslin-sleep-sack,,,,,,,,6-12M,,Oat,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-oat.jpg,,
muslin-sleep-sack,,,,,,,,0-3M,,Sage,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-sage.jpg,,
muslin-sleep-sack,,,,,,,,3-6M,,Sage,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-sage.jpg,,
muslin-sleep-sack,,,,,,,,6-12M,,Sage,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/muslin-sleep-sack-sage.jpg,,
ribbed-top-and-pants-set,Ribbed Top & Pants Set,<p>A long-sleeve top and pull-on pants in stretchy rib. Wide waistband sits comfortably over a diaper.</p>,BabyAttire,Outfit set,new,TRUE,Size,3-6M,Color,Blush,36.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-blush.jpg,1,Ribbed Top & Pants Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-blush.jpg,"95% organic cotton, 5% spandex rib.
Machine wash cold. Tumble dry low.",active
ribbed-top-and-pants-set,,,,,,,,6-12M,,Blush,36.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-sage.jpg,2,Ribbed Top & Pants Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-blush.jpg,,
ribbed-top-and-pants-set,,,,,,,,12-18M,,Blush,36.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-oat.jpg,3,Ribbed Top & Pants Set,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-blush.jpg,,
ribbed-top-and-pants-set,,,,,,,,18-24M,,Blush,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-blush.jpg,,
ribbed-top-and-pants-set,,,,,,,,3-6M,,Sage,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-sage.jpg,,
ribbed-top-and-pants-set,,,,,,,,6-12M,,Sage,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-sage.jpg,,
ribbed-top-and-pants-set,,,,,,,,12-18M,,Sage,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-sage.jpg,,
ribbed-top-and-pants-set,,,,,,,,18-24M,,Sage,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-sage.jpg,,
ribbed-top-and-pants-set,,,,,,,,3-6M,,Oat,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-oat.jpg,,
ribbed-top-and-pants-set,,,,,,,,6-12M,,Oat,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-oat.jpg,,
ribbed-top-and-pants-set,,,,,,,,12-18M,,Oat,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-oat.jpg,,
ribbed-top-and-pants-set,,,,,,,,18-24M,,Oat,36.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/ribbed-top-and-pants-set-oat.jpg,,
linen-blend-romper,Linen-Blend Romper,"<p>A breezy one-piece for warm days, with shoulder buttons and snaps at the legs.</p>",BabyAttire,Outfit set,badge:Summer,TRUE,Size,3-6M,Color,Butter,34.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-butter.jpg,1,Linen-Blend Romper,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-butter.jpg,"55% linen, 45% cotton.
Machine wash cold, gentle cycle. Line dry.",active
linen-blend-romper,,,,,,,,6-12M,,Butter,34.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-oat.jpg,2,Linen-Blend Romper,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-butter.jpg,,
linen-blend-romper,,,,,,,,12-18M,,Butter,34.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-butter.jpg,,
linen-blend-romper,,,,,,,,18-24M,,Butter,34.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-butter.jpg,,
linen-blend-romper,,,,,,,,3-6M,,Oat,34.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-oat.jpg,,
linen-blend-romper,,,,,,,,6-12M,,Oat,34.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-oat.jpg,,
linen-blend-romper,,,,,,,,12-18M,,Oat,34.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-oat.jpg,,
linen-blend-romper,,,,,,,,18-24M,,Oat,34.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/linen-blend-romper-oat.jpg,,
chunky-knit-cardigan,Chunky Knit Cardigan,<p>A cozy layer with wooden-look buttons. Easy to put on over a bodysuit.</p>,BabyAttire,Outfit set,,TRUE,Size,0-3M,Color,Oat,38.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-oat.jpg,1,Chunky Knit Cardigan,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-oat.jpg,"100% cotton knit.
Hand wash cold or machine wash on a wool cycle. Lay flat to dry.",active
chunky-knit-cardigan,,,,,,,,3-6M,,Oat,38.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-dusty-blue.jpg,2,Chunky Knit Cardigan,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-oat.jpg,,
chunky-knit-cardigan,,,,,,,,6-12M,,Oat,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-oat.jpg,,
chunky-knit-cardigan,,,,,,,,12-18M,,Oat,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-oat.jpg,,
chunky-knit-cardigan,,,,,,,,18-24M,,Oat,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-oat.jpg,,
chunky-knit-cardigan,,,,,,,,0-3M,,Dusty Blue,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-dusty-blue.jpg,,
chunky-knit-cardigan,,,,,,,,3-6M,,Dusty Blue,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-dusty-blue.jpg,,
chunky-knit-cardigan,,,,,,,,6-12M,,Dusty Blue,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-dusty-blue.jpg,,
chunky-knit-cardigan,,,,,,,,12-18M,,Dusty Blue,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-dusty-blue.jpg,,
chunky-knit-cardigan,,,,,,,,18-24M,,Dusty Blue,38.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/chunky-knit-cardigan-dusty-blue.jpg,,
pull-on-jogger-pants,Pull-On Jogger Pants,<p>Soft joggers with cuffed ankles that stay put while crawling.</p>,BabyAttire,Outfit set,,TRUE,Size,0-3M,Color,Oat,22.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-oat.jpg,1,Pull-On Jogger Pants,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-oat.jpg,"100% organic cotton French terry.
Machine wash cold. Tumble dry low.",active
pull-on-jogger-pants,,,,,,,,3-6M,,Oat,22.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-sage.jpg,2,Pull-On Jogger Pants,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-oat.jpg,,
pull-on-jogger-pants,,,,,,,,6-12M,,Oat,22.00,,deny,manual,TRUE,TRUE,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-dusty-blue.jpg,3,Pull-On Jogger Pants,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-oat.jpg,,
pull-on-jogger-pants,,,,,,,,12-18M,,Oat,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-oat.jpg,,
pull-on-jogger-pants,,,,,,,,18-24M,,Oat,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-oat.jpg,,
pull-on-jogger-pants,,,,,,,,0-3M,,Sage,22.00,,deny,manual,TRUE,TRUE,,,,https://raw.githubusercontent.com/SheltonChen2017/BabyAttire/main/setup/images/pull-on-jogger-pants-sage.jpg,,
